,FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,PARENT_SAMPLE_CODE,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,DT_RESULT_REMARK,DT_TEST_REMARK,DT_SAMPLE_REMARK,CUSTOM_FIELD_2,CUSTOM_FIELD_1,STREAM_CODE,STREAM_MILE,TASK_CODE_2,BASIS
20,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,BNASIM,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504265,86-73-7,Fluorene,Y,2.9,2.9,ug/kg,,Yes,Y,G,,G,,,,ug/kg,,2.9,2.9,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
21,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,BNASIM,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504265,90-12-0,1-Methylnaphthalene,,4.8,4.8,ug/kg,,Yes,Y,GNJ,,GNJ,,,,ug/kg,,4.8,4.8,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
22,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,BNASIM,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504265,91-20-3,Naphthalene,Y,7.4,7.4,ug/kg,7.4,Yes,N,U,,U,,,7.4,ug/kg,,,,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
23,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,BNASIM,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504265,91-57-6,2-Methylnaphthalene,Y,4.0,4.0,ug/kg,4.0,Yes,N,U,,U,,,4.0,ug/kg,,,,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
24,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,BNASIM,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504265,92-52-4,"1,1'-Biphenyl",Y,1.3,1.3,ug/kg,,Yes,Y,GNJ,,GNJ,,,,ug/kg,,1.3,1.3,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
25,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,BNASIM,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504265,BBL-TPAH,Total PAHs,,59.5,59.5,ug/kg,,Yes,Y,,,,,,,ug/kg,,59.5,59.5,ug/kg,CAL,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
26,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,DDX/DDF,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504266,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",,0.0322,0.0322,ug/kg,,Yes,Y,,,,,,,ug/kg,,0.0322,0.0322,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
27,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,DDX/DDF,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504266,19408-74-3,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",,0.000341,0.000341,ug/kg,,Yes,Y,,,,,,,ug/kg,,0.000341,0.000341,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
28,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,DDX/DDF,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504266,30402-15-4,"Pentachlorinated Dibenzofurans, (Total)",,0.0193,0.0193,ug/kg,,Yes,Y,D,,D,,,,ug/kg,,0.0193,0.0193,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
29,4,NJD980528996,PR01TIAE-1,PR01TIAE-1,199962,PR01TIAE-1,PR01TIAE-1,2001-08-09 12:00:00,N,,,,TA,2001 Supplemental ESP Biota Sampling,,LB,UNKNOWN-HISTORICAL,TA,UNKNOWN,DDX/DDF,2001-08-09 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,504266,3268-87-9,Octachlorodibenzo-p-dioxin,,0.00202,0.00202,ug/kg,,Yes,Y,EMPC,,EMPC,,,,ug/kg,,0.00202,0.00202,ug/kg,TRG,-74.1642047745,40.7566289398,,,,-74.1642047745,40.7566289398,Historical-TSI Data,,,Fillet - skin on,American Eel,PR,6.239127,,
