,FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,PARENT_SAMPLE_CODE,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,DT_RESULT_REMARK,DT_TEST_REMARK,DT_SAMPLE_REMARK,CUSTOM_FIELD_2,STREAM_CODE,STREAM_MILE,TASK_CODE_2,BASIS,CUSTOM_FIELD_1
173,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,72-43-5,Methoxychlor,Y,42.0,42.0,ug/kg,42.0,Yes,N,UJ,UJ,U,,,42.0,ug/kg,,,42.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
174,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,72-54-8,"p,p'-DDD",Y,20.0,20.0,ug/kg,,Yes,Y,J,J,,,,,ug/kg,,20.0,20.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
175,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,72-55-9,"p,p'-DDE",Y,57.0,57.0,ug/kg,,Yes,Y,J,J,,,,,ug/kg,,57.0,57.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
176,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,7421-93-4,Endrin aldehyde,Y,8.2,8.2,ug/kg,8.2,Yes,N,UJ,UJ,,,,8.2,ug/kg,,,8.2,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
177,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,76-44-8,Heptachlor,Y,4.2,4.2,ug/kg,4.2,Yes,N,UJ,UJ,U,,,4.2,ug/kg,,,4.2,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
178,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,8001-35-2,Toxaphene,Y,420.0,420.0,ug/kg,420.0,Yes,N,UJ,UJ,U,,,420.0,ug/kg,,,420.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
179,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,C0707-17A,SE,,MC PEST(S),2004-07-12 16:15:00,,N,INITIAL,,,,416699,,1,533097,959-98-8,alpha-Endosulfan,Y,4.2,4.2,ug/kg,4.2,Yes,N,UJ,UJ,,,,4.2,ug/kg,,,4.2,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
180,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,100-41-4,Ethylbenzene,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
181,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,100-42-5,Styrene,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
182,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,10061-01-5,"cis-1,3-Dichloropropene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
183,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,10061-02-6,"trans-1,3-Dichloropropene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
184,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,106-46-7,"1,4-Dichlorobenzene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
185,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,106-93-4,"1,2-Dibromoethane (Ethylene dibromide)",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
186,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,107-06-2,"1,2-Dichloroethane",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
187,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,108-10-1,Methyl isobutyl ketone (4-Methyl-2-pentanone),Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
188,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,108-87-2,Methylcyclohexane,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
189,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,108-88-3,Toluene,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
190,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,108-90-7,Chlorobenzene,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
191,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,110-82-7,Cyclohexane,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
192,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,120-82-1,"1,2,4-Trichlorobenzene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
193,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,124-48-1,Dibromochloromethane,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
194,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,127-18-4,Tetrachloroethylene (PCE),Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
195,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,1330-20-7,"Dimethyl Benzene/ Xylenes, Total",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
196,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,156-59-2,"cis-1,2-Dichloroethylene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
197,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,156-60-5,"trans-1,2-Dichloroethene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
198,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,1634-04-4,tert-Butyl methyl ether (MTBE),Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
199,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,541-73-1,"1,3-Dichlorobenzene",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
200,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,56-23-5,Carbon tetrachloride,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
201,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,591-78-6,2-Hexanone,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
202,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,67-64-1,Acetone,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
203,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,67-66-3,Chloroform,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
204,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,71-43-2,Benzene,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
205,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,71-55-6,"1,1,1-Trichloroethane",Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
206,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,74-83-9,Bromomethane,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
207,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,74-87-3,Chloromethane,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
208,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,75-00-3,Chloroethane,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
209,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,75-01-4,Vinyl chloride,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
210,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,75-09-2,Methylene chloride (Dichloromethane),Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
211,4,NJD980528996,LPRP-00501,LPRP-00501,215674,LPRP-SCSS-PSR-000505,LPRP-SCSS-PSR-000505,2004-07-12 16:15:00,N,1,2,ft,SE,2004 EarthTech SED Coring Pilot Project,,FI,V5F3870,SE,,MC VOA(LS),2004-07-12 16:15:00,,N,INITIAL,,,,419098,,1,533098,75-15-0,Carbon disulfide,Y,34.0,34.0,ug/kg,34.0,Yes,N,UJ,UJ,U,,,34.0,ug/kg,,,34.0,ug/kg,TRG,-74.13159986,40.74192003,-1.5,-1,-2,-74.13159986,40.74192003,SCSH-Original Sample Type - Premis Survey ID 790,,,,,,2004 Dredge Pilot Coring Program,,
