FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,PARENT_SAMPLE_CODE,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,DT_RESULT_REMARK,DT_TEST_REMARK,DT_SAMPLE_REMARK,CUSTOM_FIELD_2,CUSTOM_FIELD_1,STREAM_CODE,STREAM_MILE,TASK_CODE_2,BASIS
4,NJD980528996,602-45-46,602-45-46,272980,60246SS2,60246SS2,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645596,TSS,Total Suspended Solids,,310.0000000000,310,ppm,,Yes,Y,,,,,,,ppm,,,310,ppm,TRG,-74.135585,40.741589,,,,-74.135585,40.741589,,,,,,PR,3.12408,,
4,NJD980528996,603-41-42,603-41-42,272981,60341SS4,60341SS4,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645597,TSS,Total Suspended Solids,,45.0000000000,45,ppm,,Yes,Y,,,,,,,ppm,,,45,ppm,TRG,-74.135145,40.741946,,,,-74.135145,40.741946,,,,,,PR,3.098409,,
4,NJD980528996,603-41-42,603-41-42,272982,60342SS1,60342SS1,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645598,TSS,Total Suspended Solids,,88.0000000000,88,ppm,,Yes,Y,,,,,,,ppm,,,88,ppm,TRG,-74.135145,40.741946,,,,-74.135145,40.741946,,,,,,PR,3.098409,,
4,NJD980528996,603-43-44,603-43-44,272983,60343SS6,60343SS6,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645599,TSS,Total Suspended Solids,,87.0000000000,87,ppm,,Yes,Y,,,,,,,ppm,,,87,ppm,TRG,-74.135644,40.741885,,,,-74.135644,40.741885,,,,,,PR,3.12418,,
4,NJD980528996,603-43-44,603-43-44,272984,60344SS3,60344SS3,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645600,TSS,Total Suspended Solids,,225.0000000000,225,ppm,,Yes,Y,,,,,,,ppm,,,225,ppm,TRG,-74.135644,40.741885,,,,-74.135644,40.741885,,,,,,PR,3.12418,,
4,NJD980528996,603-45-46,603-45-46,272985,60345SS5,60345SS5,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645601,TSS,Total Suspended Solids,,73.0000000000,73,ppm,,Yes,Y,,,,,,,ppm,,,73,ppm,TRG,-74.135655,40.741822,,,,-74.135655,40.741822,,,,,,PR,3.125382,,
4,NJD980528996,603-45-46,603-45-46,272986,60346SS2,60346SS2,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645602,TSS,Total Suspended Solids,,105.0000000000,105,ppm,,Yes,Y,,,,,,,ppm,,,105,ppm,TRG,-74.135655,40.741822,,,,-74.135655,40.741822,,,,,,PR,3.125382,,
4,NJD980528996,604-41-42,604-41-42,272987,60441SS4,60441SS4,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645603,TSS,Total Suspended Solids,,50.0000000000,50,ppm,,Yes,Y,,,,,,,ppm,,,50,ppm,TRG,-74.135252,40.742136,,,,-74.135252,40.742136,,,,,,PR,3.102646,,
4,NJD980528996,604-41-42,604-41-42,272988,60442SS1,60442SS1,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645604,TSS,Total Suspended Solids,,75.0000000000,75,ppm,,Yes,Y,,,,,,,ppm,,,75,ppm,TRG,-74.135252,40.742136,,,,-74.135252,40.742136,,,,,,PR,3.102646,,
4,NJD980528996,604-43-44,604-43-44,272989,60443SS6,60443SS6,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645605,TSS,Total Suspended Solids,,59.0000000000,59,ppm,,Yes,Y,,,,,,,ppm,,,59,ppm,TRG,-74.135605,40.742184,,,,-74.135605,40.742184,,,,,,PR,3.119161,,
