,LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
40,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,41903-57-5,"Tetrachlorinated Dibenzo-p-dioxins, (Total)",0.3,ug/kg,,Y,Yes,-74.127245,40.74245
41,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,51207-31-9,"2,3,7,8-Tetrachlorodibenzofuran",0.03,ug/kg,,Y,Yes,-74.127245,40.74245
42,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,55673-89-7,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",0.029,ug/kg,,Y,Yes,-74.127245,40.74245
43,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,55684-94-1,"Hexachlorinated Dibenzofurans, (Total)",0.73,ug/kg,,Y,Yes,-74.127245,40.74245
44,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,55722-27-5,"Tetrachlorinated Dibenzofurans, (Total)",0.7,ug/kg,,Y,Yes,-74.127245,40.74245
45,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,57117-31-4,"2,3,4,7,8-Pentachlorodibenzofuran",0.049,ug/kg,,Y,Yes,-74.127245,40.74245
46,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,57117-41-6,"1,2,3,7,8-Pentachlorodibenzofuran",0.015,ug/kg,,Y,Yes,-74.127245,40.74245
47,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,57117-44-9,"1,2,3,6,7,8-Hexachlorodibenzofuran",0.056,ug/kg,,Y,Yes,-74.127245,40.74245
48,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,57653-85-7,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",0.034,ug/kg,,Y,Yes,-74.127245,40.74245
49,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,60851-34-5,"2,3,4,6,7,8-Hexachlorodibenzofuran",0.052,ug/kg,,Y,Yes,-74.127245,40.74245
50,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,67562-39-4,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",1.1,ug/kg,,Y,Yes,-74.127245,40.74245
51,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,70648-26-9,"1,2,3,4,7,8-Hexachlorodibenzofuran",0.22,ug/kg,,Y,Yes,-74.127245,40.74245
52,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,72918-21-9,"1,2,3,7,8,9-Hexachlorodibenzofuran",0.011,ug/kg,,Y,Yes,-74.127245,40.74245
53,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,BBL-2378CONG,"Total 2,3,7,8-Congeners",13.2,ug/kg,,Y,Yes,-74.127245,40.74245
54,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,BBL-TPCDDS,Total PCDDs,11.5,ug/kg,,Y,Yes,-74.127245,40.74245
55,Grab-2,9/14/1995,1995 Sediment Grab Sampling Program,DDX/DDF,BBL-TPCDFS,Total PCDFs,4.55,ug/kg,,Y,Yes,-74.127245,40.74245
56,Grab-3,9/14/1995,1995 Sediment Grab Sampling Program,E335.2,57-12-5,Cyanide,1340.0,ug/kg,,Y,Yes,-74.124182,40.741898
57,Grab-4,9/14/1995,1995 Sediment Grab Sampling Program,E335.2,57-12-5,Cyanide,1120.0,ug/kg,,Y,Yes,-74.124178,40.742474
58,Grab-5,9/14/1995,1995 Sediment Grab Sampling Program,E335.2,57-12-5,Cyanide,1200.0,ug/kg,,Y,Yes,-74.124464,40.74275
59,Grab-6,9/14/1995,1995 Sediment Grab Sampling Program,E335.2,57-12-5,Cyanide,972.0,ug/kg,972.0,N,Yes,-74.123904,40.742874
60,Grab-7,9/14/1995,1995 Sediment Grab Sampling Program,E335.2,57-12-5,Cyanide,1000.0,ug/kg,,Y,Yes,-74.124173,40.743026
